millis,sync4_train_start,bnc_interval_ms,sync4_interval_ms,,,,,
58969872.37,08:35.5,67.77999999,68,-0.220000006,,,,
58970103.33,08:35.8,230.96,231,-0.039999999,,,,
58970171.11,08:35.8,67.78,68,-0.219999999,,,,
58970270.12,08:35.9,99.01,99,0.009999998,,,,
58970363.34,08:36.0,93.22000001,93,0.220000006,,,,
58970431.12,08:36.1,67.77999999,68,-0.220000006,,,,
58970510.85,08:36.2,79.73,79,0.730000004,,,,
58970663.94,08:36.3,153.09,154,-0.910000004,,,,
58970731.72,08:36.4,67.78,67,0.780000001,,,,
59053640.98,09:59.3,82909.26,82910,-0.740000002,,,,
59053708.76,09:59.4,67.78,67,0.780000001,,,,
59053844.45,09:59.5,135.69,136,-0.309999995,,,,
59054353.09,10:00.0,508.64,509,-0.359999999,,,,
59054420.88,10:00.1,67.79,68,-0.210000001,,,,
59054502.67,10:00.2,81.79,81,0.789999999,,,,
59054731.93,10:00.4,229.26,230,-0.740000002,,,,
59054799.71,10:00.5,67.78,67,0.780000001,,,,
59054871.1,10:00.5,71.39,72,-0.609999999,,,,
59054999.91,10:00.7,128.81,129,-0.190000005,,,,
59055067.69,10:00.7,67.78,67,0.780000001,,,,
59055263.54,10:00.9,195.85,196,-0.149999999,,,,
59055331.31,10:01.0,67.77,68,-0.229999997,,,,
59055535.22,10:01.2,203.91,204,-0.090000004,,,,
59055603,10:01.3,67.78,68,-0.219999999,,,,
59055800.27,10:01.5,197.27,197,0.270000003,,,,
59055868.05,10:01.5,67.77999999,68,-0.220000006,,,,
59056058.85,10:01.7,190.8,191,-0.199999996,,,,
59056126.62,10:01.8,67.77,67,0.769999996,,,,
59056360.28,10:02.0,233.66,234,-0.339999996,,,,
59056428.06,10:02.1,67.78,68,-0.219999999,,,,
59056616.16,10:02.3,188.1,188,0.099999994,,,,
59056683.93,10:02.3,67.77,68,-0.229999997,,,,
59056903.01,10:02.6,219.08,219,0.079999998,,,,
59056970.79,10:02.6,67.78,67,0.780000001,,,,
59057177.91,10:02.8,207.12,208,-0.880000003,,,,
59057245.69,10:02.9,67.78,67,0.780000001,,,,
59057334.2,10:03.0,88.51000001,89,-0.489999995,,,,
59057453.45,10:03.1,119.25,119,0.25,,,,
59057521.23,10:03.2,67.77999999,68,-0.220000006,,,,
59057725.09,10:03.4,203.86,204,-0.139999993,,,,
59057792.87,10:03.4,67.77999999,68,-0.220000006,,,,
59058016.3,10:03.7,223.43,223,0.43,,,,
59058084.09,10:03.7,67.79000001,68,-0.209999993,,,,
59058296.78,10:04.0,212.69,212,0.689999998,,,,
59058364.57,10:04.0,67.79,68,-0.210000001,,,,
59058587.52,10:04.2,222.95,223,-0.049999997,,,,
59058655.3,10:04.3,67.77999999,68,-0.220000006,,,,
59058870.26,10:04.5,214.96,215,-0.039999999,,,,
59058938.03,10:04.6,67.77,68,-0.229999997,,,,
59059288.66,10:04.9,350.63,350,0.629999995,,,,
59059356.44,10:05.0,67.78,68,-0.219999999,,,,
59059432.09,10:05.1,75.65000001,76,-0.349999994,,,,
59059709.15,10:05.4,277.06,277,0.059999995,,,,
59059776.94,10:05.4,67.79,68,-0.210000001,,,,
59059994.9,10:05.6,217.96,218,-0.039999999,,,,
59060062.67,10:05.7,67.77,67,0.770000003,,,,
59060286.13,10:05.9,223.46,224,-0.539999999,,,,
59060353.9,10:06.0,67.77,68,-0.230000004,,,,
59060436.96,10:06.1,83.06,83,0.060000002,,,,
59060569.22,10:06.2,132.26,132,0.259999998,,,,
59060637,10:06.3,67.78,68,-0.219999999,,,,
59060734.17,10:06.4,97.17,97,0.170000002,,,,
59060877.03,10:06.5,142.86,143,-0.140000001,,,,
59060944.8,10:06.6,67.77,67,0.769999996,,,,
59061024.69,10:06.7,79.89,80,-0.109999999,,,,
59061181.76,10:06.8,157.07,157,0.07,,,,
59061249.54,10:06.9,67.78,68,-0.219999999,,,,
59061448.96,10:07.1,199.42,200,-0.579999998,,,,
59061516.74,10:07.2,67.78,67,0.780000001,,,,
59061589.81,10:07.2,73.07,74,-0.93,,,,
59061772.94,10:07.4,183.13,183,0.129999995,,,,
59061840.72,10:07.5,67.78,67,0.780000001,,,,
59062053.06,10:07.7,212.34,213,-0.659999996,,,,
59062120.84,10:07.8,67.78,68,-0.219999999,,,,
59198491.84,12:24.1,136371,136371,0,,,,
59198559.62,12:24.2,67.77999999,67,0.779999994,,,,
59302560.85,14:08.2,104001.23,104002,-0.769999996,,,,
59302628.64,14:08.3,67.79,68,-0.210000001,,,,
59303459,14:09.1,830.36,830,0.359999999,,,,
59303526.79,14:09.2,67.79,68,-0.210000001,,,,
59303937,14:09.6,410.21,410,0.210000001,,,,
59304004.78,14:09.7,67.78,68,-0.219999999,,,,
59304419.99,14:10.1,415.21,415,0.210000001,,,,
59304487.77,14:10.1,67.78,68,-0.219999999,,,,
59304699.14,14:10.4,211.37,211,0.369999997,,,,
59304766.92,14:10.4,67.78,68,-0.219999999,,,,
59304944.64,14:10.6,177.72,178,-0.280000001,,,,
59305012.42,14:10.7,67.78,67,0.780000001,,,,
59305102.78,14:10.8,90.36,91,-0.640000001,,,,
59313064.32,14:18.7,7961.54,7961,0.539999999,,,,
59313132.1,14:18.8,67.78,68,-0.219999999,,,,
59313446.68,14:19.1,314.58,315,-0.420000002,,,,
59313514.46,14:19.2,67.78,67,0.780000001,,,,
59379306.85,15:25.0,65792.39,65793,-0.609999999,,,,
59379758.11,15:25.4,451.26,451,0.259999998,,,,
59379826.16,15:25.5,68.05,68,0.049999997,,,,
59380567.28,15:26.2,741.12,741,0.120000005,,,,
59380630.3,15:26.3,63.02,63,0.019999996,,,,
59380698.36,15:26.4,68.06,68,0.060000002,,,,
59381175.93,15:26.8,477.57,478,-0.43,,,,
59396319.65,15:42.0,15143.72,15144,-0.280000001,,,,
59396844.24,15:42.5,524.59,524,0.590000004,,,,
59396912.29,15:42.6,68.05,68,0.049999997,,,,
59397651.89,15:43.3,739.6,740,-0.399999999,,,,
59397714.9,15:43.4,63.01,63,0.009999998,,,,
59397782.96,15:43.4,68.06,68,0.060000002,,,,
59398320.18,15:44.0,537.22,537,0.219999999,,,,
59534766.4,18:00.4,136446.22,136447,-0.780000001,,,,
59534834.18,18:00.5,67.78,67,0.780000001,,,,
59543019.28,18:08.7,8185.1,8185.000000000001,0.100000001,,,,
59543087.06,18:08.7,67.78,68,-0.219999999,,,,
59613229.71,19:18.9,70142.65,70143,-0.350000001,,,,
59613297.49,19:19.0,67.78,68,-0.219999999,,,,
59613382.7,19:19.0,85.21,85,0.210000001,,,,
59613605.45,19:19.3,222.75,223,-0.25,,,,
59613673.22,19:19.3,67.77,67,0.769999996,,,,
59614094.16,19:19.7,420.94,421,-0.060000002,,,,
59614161.93,19:19.8,67.77,68,-0.229999997,,,,
59614359.38,19:20.0,197.45,198,-0.549999997,,,,
59614427.16,19:20.1,67.77999999,67,0.779999994,,,,
59614635.98,19:20.3,208.82,209,-0.18,,,,
59614703.75,19:20.4,67.77,68,-0.229999997,,,,
59614903.4,19:20.6,199.65,200,-0.350000001,,,,
59614971.17,19:20.6,67.77,67,0.770000003,,,,
59632603.75,19:38.3,17632.58,17633,-0.420000002,,,,
59632671.53,19:38.3,67.78,68,-0.219999999,,,,
59639206.52,19:44.9,6534.99,6535,-0.009999998,,,,
59639989.71,19:45.6,783.19,783,0.189999998,,,,
59640057.76,19:45.7,68.05,68,0.049999997,,,,
59640759.68,19:46.4,701.92,702,-0.079999998,,,,
59640822.7,19:46.5,63.02,63,0.020000003,,,,
59640890.76,19:46.5,68.05999999,68,0.059999995,,,,
59648743.28,19:54.4,7852.52,7853,-0.479999997,,,,
59667000.26,20:12.7,18256.98,18257,-0.020000003,,,,
59667407.79,20:13.1,407.53,407,0.530000001,,,,
59667475.84,20:13.1,68.05,68,0.050000004,,,,
59668234.55,20:13.9,758.71,759,-0.290000007,,,,
59668297.57,20:14.0,63.02,63,0.020000003,,,,
59668365.62,20:14.0,68.05,68,0.049999997,,,,
59670758.18,20:16.4,2392.56,2392,0.560000002,,,,
59687657.73,20:33.3,16899.55,16900,-0.450000003,,,,
59688099.72,20:33.8,441.99,442,-0.009999998,,,,
59688167.77,20:33.8,68.05,68,0.050000004,,,,
59688895.61,20:34.6,727.84,728,-0.160000004,,,,
59688958.63,20:34.6,63.02,63,0.020000003,,,,
59689026.68,20:34.7,68.05,68,0.049999997,,,,
59689444.5,20:35.1,417.82,418,-0.18,,,,
59732615.25,21:18.3,43170.75,43171,-0.25,,,,
59732683.03,21:18.3,67.78,67,0.780000001,,,,
59998650.19,25:44.3,265967.16,265968,-0.840000004,,,,
59998717.05,25:44.4,66.86,67,-0.140000001,,,,
59998789.15,25:44.4,72.1,72,0.100000001,,,,
59999458.74,25:45.1,669.59,669,0.590000004,,,,
59999525.59,25:45.2,66.85,67,-0.149999999,,,,
59999802.95,25:45.5,277.36,278,-0.640000001,,,,
59999869.81,25:45.5,66.86,66,0.859999999,,,,
59999952.1,25:45.6,82.29,83,-0.710000001,,,,
60000311.42,25:46.0,359.32,359,0.32,,,,
60000378.28,25:46.0,66.86,67,-0.140000001,,,,
60000844.57,25:46.5,466.29,466,0.289999999,,,,
60000911.43,25:46.6,66.86,67,-0.140000001,,,,
60001256.3,25:46.9,344.87,345,-0.130000003,,,,
60001323.17,25:47.0,66.87,67,-0.129999995,,,,
60001422.62,25:47.1,99.45,99,0.449999996,,,,
60003233.9,25:48.9,1811.28,1812,-0.719999999,,,,
60003300.75,25:49.0,66.85,66,0.850000001,,,,
60003595.09,25:49.3,294.34,295,-0.659999996,,,,
60003661.95,25:49.3,66.86,67,-0.140000001,,,,
60003869.1,25:49.5,207.15,207,0.149999999,,,,
60003935.96,25:49.6,66.86,67,-0.140000001,,,,
60012694.29,25:58.3,8758.33,8758,0.329999998,,,,
60013279.05,25:58.9,584.76,585,-0.240000002,,,,
60013347.11,25:59.0,68.06,68,0.060000002,,,,
60014056.79,25:59.7,709.68,709,0.68,,,,
60014119.81,25:59.8,63.02,63,0.020000003,,,,
60014187.87,25:59.8,68.05999999,69,-0.940000005,,,,
60016880.4,26:02.5,2692.53,2692,0.530000001,,,,
60023057.38,26:08.7,6176.98,6177,-0.019999996,,,,
60044771.46,26:30.4,21714.08,21714,0.079999998,,,,
60045177.94,26:30.8,406.48,407,-0.520000003,,,,
60045246,26:30.9,68.06,68,0.060000002,,,,
60045997.33,26:31.7,751.33,751,0.329999998,,,,
60046060.35,26:31.7,63.02,63,0.020000003,,,,
60046128.4,26:31.8,68.05,68,0.049999997,,,,
60047442.2,26:33.1,1313.8,1314,-0.199999996,,,,
60061669.02,26:47.3,14226.82,14227,-0.18,,,,
60062600.95,26:48.3,931.93,932,-0.07,,,,
60062669,26:48.3,68.05,68,0.049999997,,,,
60063333.97,26:49.0,664.97,665,-0.030000001,,,,
60063396.99,26:49.1,63.02,63,0.020000003,,,,
60063465.04,26:49.1,68.05,68,0.049999997,,,,
60064898.24,26:50.6,1433.2,1433,0.200000003,,,,
60114418.41,27:40.1,49520.17,49520,0.169999994,,,,
60114827.34,27:40.5,408.93,409,-0.069999993,,,,
60114895.39,27:40.6,68.05,68,0.049999997,,,,
60115637.33,27:41.3,741.94,742,-0.060000002,,,,
60115700.35,27:41.4,63.02,63,0.020000003,,,,
60115768.41,27:41.4,68.05999999,68,0.059999995,,,,
60141236.84,28:06.9,25468.43,25469,-0.569999993,,,,
60141303.69,28:07.0,66.84999999,66,0.849999994,,,,
60141983.69,28:07.6,680,680,0,,,,
60142050.55,28:07.7,66.86,67,-0.140000001,,,,
60142349.71,28:08.0,299.16,299,0.160000004,,,,
60142416.56,28:08.1,66.85,67,-0.149999999,,,,
60142573.53,28:08.2,156.97,157,-0.030000001,,,,
60142640.39,28:08.3,66.86,67,-0.140000001,,,,
60143091.04,28:08.7,450.65,451,-0.350000001,,,,
60143157.9,28:08.8,66.86,67,-0.140000001,,,,
60143883.05,28:09.5,725.15,725,0.149999999,,,,
60143949.9,28:09.6,66.85,67,-0.149999999,,,,
60144809.71,28:10.5,859.81,860,-0.189999998,,,,
60144876.57,28:10.5,66.86,66,0.859999999,,,,
60145634.23,28:11.3,757.66,758,-0.340000004,,,,
60145701.09,28:11.4,66.86000001,67,-0.139999993,,,,
60145808.41,28:11.5,107.32,107,0.319999993,,,,
60146101.02,28:11.8,292.61,293,-0.389999993,,,,
60146167.88,28:11.8,66.86,67,-0.140000001,,,,
60497013.05,34:02.7,350845.17,350845,0.169999994,,,,
60648086.38,36:33.7,151073.33,151074,-0.669999994,,,,
60648154.16,36:33.8,67.77999999,67,0.779999994,,,,
60648317.78,36:34.0,163.62,164,-0.379999995,,,,
60648385.56,36:34.0,67.78,68,-0.219999999,,,,
60648546.08,36:34.2,160.52,160,0.519999996,,,,
60648613.86,36:34.3,67.78,68,-0.219999999,,,,
60648691.13,36:34.3,77.27,77,0.270000003,,,,
60648918.53,36:34.6,227.4,228,-0.600000001,,,,
60648986.31,36:34.6,67.78,68,-0.219999999,,,,
60649317.31,36:35.0,331,331,0,,,,
60649385.09,36:35.0,67.78,67,0.780000001,,,,
60649477.97,36:35.1,92.88,93,-0.120000005,,,,
60649593.87,36:35.2,115.9,116,-0.100000001,,,,
60649661.65,36:35.3,67.78,68,-0.219999999,,,,
60650146.01,36:35.8,484.36,484,0.359999999,,,,
60650213.78,36:35.9,67.77,68,-0.229999997,,,,
60650562.2,36:36.2,348.42,349,-0.579999998,,,,
60650629.99,36:36.3,67.79,67,0.789999999,,,,
60650966,36:36.6,336.01,336,0.009999998,,,,
60651033.79,36:36.7,67.79,68,-0.210000001,,,,
60651781.18,36:37.4,747.39,747,0.390000001,,,,
60651848.96,36:37.5,67.78,68,-0.219999999,,,,
60652028.7,36:37.7,179.74,180,-0.259999998,,,,
60652096.48,36:37.8,67.77999999,68,-0.220000006,,,,
60794823.67,39:00.5,142727.19,142727,0.190000005,,,,
60794890.52,39:00.5,66.85,67,-0.149999999,,,,
60795181.28,39:00.8,290.76,291,-0.240000002,,,,
60795248.14,39:00.9,66.86,67,-0.140000001,,,,
60795446.7,39:01.1,198.56,198,0.560000002,,,,
60795513.55,39:01.2,66.84999999,67,-0.150000006,,,,
60795589.83,39:01.2,76.28,76,0.280000001,,,,
60795953.44,39:01.6,363.61,364,-0.390000001,,,,
60796020.3,39:01.7,66.86,67,-0.140000001,,,,
60796365.34,39:02.0,345.04,345,0.040000007,,,,
60796432.21,39:02.1,66.87,67,-0.130000003,,,,
60796886.2,39:02.5,453.99,454,-0.009999998,,,,
60796953.06,39:02.6,66.86,67,-0.140000001,,,,
60797042.93,39:02.7,89.87,89,0.869999997,,,,
60797181.31,39:02.8,138.38,139,-0.619999997,,,,
60797248.16,39:02.9,66.84999999,67,-0.150000006,,,,
60797327.11,39:03.0,78.95,79,-0.049999997,,,,
60804957.98,39:10.6,7630.87,7630,0.869999997,,,,
60805024.84,39:10.7,66.86000001,67,-0.139999993,,,,
60994359.52,42:20.0,189334.68,189335,-0.32,,,,
60994426.38,42:20.1,66.86,67,-0.140000001,,,,
60994548.35,42:20.2,121.97,122,-0.030000001,,,,
61100440.26,44:06.1,105891.91,105892,-0.090000004,,,,
61100507.12,44:06.2,66.86,67,-0.140000001,,,,
61136465.18,44:42.1,35958.06,35958,0.060000002,,,,
61153804.92,44:59.5,17339.74,17340,-0.259999998,,,,
61153871.79,44:59.5,66.87,67,-0.130000003,,,,
61191165.17,45:36.8,37293.38,37293,0.380000003,,,,
61191232.03,45:36.9,66.86,67,-0.140000001,,,,
61213043.25,45:58.7,21811.22,21811,0.219999999,,,,
61221400.89,46:07.1,8357.64,8358,-0.359999999,,,,
61228111.6,46:13.8,6710.71,6710,0.710000001,,,,
61231075.62,46:16.7,2964.02,2964,0.019999996,,,,
61231142.47,46:16.8,66.85,67,-0.149999999,,,,
61231643.32,46:17.3,500.85,501,-0.149999999,,,,
61231710.18,46:17.4,66.86,67,-0.140000001,,,,
61232107.71,46:17.8,397.53,398,-0.469999999,,,,
61232174.57,46:17.8,66.86,66,0.859999999,,,,
61232516.03,46:18.2,341.46,342,-0.539999999,,,,
61232582.89,46:18.2,66.86,67,-0.140000001,,,,
61232658.47,46:18.3,75.58,75,0.579999998,,,,
61237279.37,46:22.9,4620.9,4621,-0.100000001,,,,
61576215,52:01.9,338935.63,338936,-0.369999997,,,,
61576281.87,52:01.9,66.87,67,-0.130000003,,,,
61576889.53,52:02.5,607.66,608,-0.339999996,,,,
61576956.4,52:02.6,66.87,67,-0.130000003,,,,
61577039.59,52:02.7,83.19000001,83,0.190000005,,,,
61791800.41,55:37.5,214760.82,214761,-0.180000007,,,,
61791867.27,55:37.5,66.86000001,67,-0.139999993,,,,
61792133.95,55:37.8,266.68,266,0.68,,,,
61792200.82,55:37.9,66.87,67,-0.130000003,,,,
61837654.42,56:23.3,45453.6,45454,-0.399999999,,,,
61837721.28,56:23.4,66.86,67,-0.140000001,,,,
61839642.25,56:25.3,1920.97,1921,-0.030000001,,,,
61839709.11,56:25.4,66.86,67,-0.140000001,,,,
61972060.11,58:37.7,132351,132351,0,,,,
61979908.72,58:45.6,7848.61,7848,0.609999999,,,,
62001713.35,59:07.4,21804.63,21805,-0.369999997,,,,
62337375.44,04:43.0,335662.09,335662,0.089999996,,,,
62337775.15,04:43.4,399.71,400,-0.289999999,,,,
62338180.91,04:43.8,405.76,406,-0.240000002,,,,
62341807.51,04:47.5,3626.6,3627,-0.399999999,,,,
62344718,04:50.4,2910.49,2910,0.490000002,,,,
62347318.67,04:53.0,2600.67,2601,-0.329999998,,,,
62367409.92,05:13.1,20091.25,20091,0.25,,,,
62368560.56,05:14.2,1150.64,1151,-0.359999999,,,,
62368628.62,05:14.3,68.05999999,68,0.059999995,,,,
62369366.07,05:15.0,737.45,737,0.450000003,,,,
62369429.09,05:15.1,63.02,63,0.020000003,,,,
62369497.15,05:15.2,68.05999999,68,0.059999995,,,,
62369914.58,05:15.6,417.43,418,-0.57,,,,
62385954.08,05:31.6,16039.5,16039.000000000002,0.5,,,,
62386415.75,05:32.1,461.67,462,-0.329999998,,,,
62386483.81,05:32.1,68.06,68,0.060000002,,,,
62386990.4,05:32.6,506.59,506,0.589999996,,,,
62387618.79,05:33.3,628.39,629,-0.609999999,,,,
62387681.81,05:33.3,63.02,63,0.020000003,,,,
62387749.86,05:33.4,68.05,68,0.049999997,,,,
62388525.19,05:34.2,775.33,775,0.329999998,,,,
62404669.92,05:50.3,16144.73,16145,-0.269999996,,,,
62405076.08,05:50.7,406.16,406,0.159999996,,,,
62405144.13,05:50.8,68.05,68,0.050000004,,,,
62406049.39,05:51.7,905.26,905,0.259999998,,,,
62406112.41,05:51.8,63.02,63,0.019999996,,,,
62406180.47,05:51.8,68.06,69,-0.939999998,,,,
62407015.81,05:52.7,835.34,835,0.340000004,,,,
62423064.03,06:08.7,16048.22,16047.999999999998,0.219999999,,,,
62423768.1,06:09.4,704.07,704,0.07,,,,
62423836.16,06:09.5,68.05999999,68,0.059999995,,,,
62424654.14,06:10.3,817.98,818,-0.019999996,,,,
62424717.16,06:10.4,63.02,63,0.019999996,,,,
62424785.21,06:10.4,68.05,68,0.050000004,,,,
62425381.89,06:11.0,596.68,597,-0.32,,,,
62441435.95,06:27.1,16054.06,16053.999999999998,0.060000002,,,,
62441842.06,06:27.5,406.11,406,0.109999999,,,,
62441910.11,06:27.6,68.05,68,0.049999997,,,,
62442093.65,06:27.8,183.54,184,-0.460000001,,,,
62443180.16,06:28.8,1086.51,1086,0.509999998,,,,
62443243.18,06:28.9,63.02,63,0.020000003,,,,
62443311.23,06:29.0,68.05,68,0.049999997,,,,
62443907.84,06:29.6,596.61,597,-0.389999993,,,,
62462483.94,06:48.1,18576.1,18576,0.099999994,,,,
62463047.87,06:48.7,563.93,564,-0.07,,,,
62463115.92,06:48.8,68.05,68,0.050000004,,,,
62465894.31,06:51.6,2778.39,2778,0.390000001,,,,
62465957.33,06:51.6,63.02,63,0.019999996,,,,
62466025.39,06:51.7,68.06,68,0.060000002,,,,
62468056.71,06:53.7,2031.32,2032,-0.68,,,,
62482288.33,07:07.9,14231.62,14231,0.619999997,,,,
62482726.27,07:08.4,437.94,438,-0.059999995,,,,
62482794.32,07:08.5,68.05,68,0.049999997,,,,
62483515.34,07:09.2,721.02,721,0.020000003,,,,
62483578.36,07:09.2,63.02,63,0.019999996,,,,
62483646.41,07:09.3,68.05,69,-0.950000003,,,,
62484242.92,07:09.9,596.51,596,0.510000005,,,,
62503048.44,07:28.7,18805.52,18806,-0.480000004,,,,
62503721.78,07:29.4,673.34,673,0.340000004,,,,
62503789.83,07:29.4,68.05,68,0.049999997,,,,
62504515.63,07:30.2,725.8,726,-0.199999996,,,,
62504578.65,07:30.2,63.02,63,0.019999996,,,,
62504646.71,07:30.3,68.06,68,0.060000002,,,,
62505004.68,07:30.7,357.97,358,-0.030000001,,,,
62659701.65,10:05.4,154696.97,154697,-0.030000001,,,,
62659768.51,10:05.4,66.86,67,-0.140000001,,,,
62660091.68,10:05.7,323.17,323,0.170000002,,,,
62660158.54,10:05.8,66.86,67,-0.140000001,,,,
62661376.96,10:07.0,1218.42,1218,0.420000002,,,,
62661443.84,10:07.1,66.88,67,-0.119999997,,,,
62662276.23,10:07.9,832.39,833,-0.610000007,,,,
62662343.08,10:08.0,66.85,66,0.850000001,,,,
62662978.02,10:08.6,634.94,635,-0.059999995,,,,
62663044.88,10:08.7,66.86,67,-0.140000001,,,,
62663370.38,10:09.0,325.5,326,-0.5,,,,
62663437.25,10:09.1,66.87,67,-0.130000003,,,,
62663792.37,10:09.5,355.12,355,0.119999997,,,,
62663859.23,10:09.5,66.86,67,-0.140000001,,,,
62664203.1,10:09.9,343.87,343,0.870000005,,,,
62664269.96,10:09.9,66.86,67,-0.140000001,,,,
62704729.08,10:50.4,40459.12,40459,0.119999997,,,,
62704796.86,10:50.5,67.78,68,-0.219999999,,,,
62705058.09,10:50.7,261.23,261,0.230000004,,,,
62705125.87,10:50.8,67.77999999,68,-0.220000006,,,,
62705314.91,10:51.0,189.04,189,0.039999999,,,,
62705382.69,10:51.0,67.78,68,-0.219999999,,,,
62705679.73,10:51.3,297.04,297,0.039999999,,,,
62705747.51,10:51.4,67.78,68,-0.219999999,,,,
62706079.1,10:51.7,331.59,331,0.590000004,,,,
62706146.88,10:51.8,67.78,68,-0.219999999,,,,
62706596.11,10:52.3,449.23,449,0.229999997,,,,
62706663.88,10:52.3,67.77,68,-0.229999997,,,,
62707264.98,10:52.9,601.1,601,0.099999994,,,,
62707332.76,10:53.0,67.78,68,-0.219999999,,,,
62716801.16,11:02.5,9468.4,9469,-0.600000001,,,,
62717207.12,11:02.9,405.96,405,0.960000001,,,,
62717275.18,11:02.9,68.06,69,-0.939999998,,,,
62718006.61,11:03.7,731.43,731,0.43,,,,
62718069.63,11:03.7,63.02,63,0.020000003,,,,
62718137.68,11:03.8,68.05,68,0.049999997,,,,
62858144.89,13:23.8,140007.21,140007,0.210000001,,,,
62937623.58,14:43.3,79478.69,79479,-0.310000002,,,,
62937691.36,14:43.3,67.78,68,-0.219999999,,,,
62938046.7,14:43.7,355.34,355,0.340000004,,,,
62938114.49,14:43.8,67.79,68,-0.210000001,,,,
62939281.71,14:44.9,1167.22,1167,0.219999999,,,,
62939349.49,14:45.0,67.78,68,-0.219999999,,,,
62939513.97,14:45.2,164.48,165,-0.520000003,,,,
62939581.75,14:45.2,67.78,67,0.780000001,,,,
62939748.34,14:45.4,166.59,167,-0.409999996,,,,
62939816.12,14:45.5,67.77999999,68,-0.220000006,,,,
62940114.15,14:45.8,298.03,298,0.030000001,,,,
62940181.94,14:45.8,67.79,68,-0.210000001,,,,
62940261.96,14:45.9,80.02,80,0.020000003,,,,
62940516.6,14:46.2,254.64,254,0.640000001,,,,
62940584.38,14:46.2,67.78,68,-0.219999999,,,,
62941062.06,14:46.7,477.68,478,-0.32,,,,
62941129.84,14:46.8,67.78,67,0.780000001,,,,
63018054.74,16:03.7,76924.9,76925,-0.100000001,,,,
63019186.51,16:04.8,1131.77,1132,-0.230000004,,,,
63019253.36,16:04.9,66.85,67,-0.149999999,,,,
63019384.57,16:05.0,131.21,131,0.210000001,,,,
